,target,SMS,target_num,SMS_clean,SMS_encoded,len_SMS
4428,ham,Hey they r not watching movie tonight so i'll prob b home early...,0,hey r watch movie tonight ill prob b home early,"[55, 32, 103, 286, 114, 17, 427, 108, 26, 150]",10
4429,ham,Yar lor... How u noe? U used dat route too?,0,yar lor u noe u dat route,"[598, 27, 1, 398, 1, 181, 7364]",7
4430,ham,2mro i am not coming to gym machan. Goodnight.,0,2mro come gym machan goodnight,"[7365, 5, 649, 1483, 889]",5
4431,ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,0,think need yellow card uk travel ask   ltgt buck,"[22, 23, 3320, 438, 472, 923, 42, 11, 975]",9
4432,ham,Can u look 4 me in da lib i got stuff havent finish yet.,0,u look 4 da lib stuff finish,"[1, 97, 7, 43, 3446, 154, 105]",7
4433,ham,Sounds great! Im going to sleep now. Have a good night!,0,sound great m sleep good night,"[285, 52, 2, 84, 9, 47]",6
4434,spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,1,b floppy b snappy   happy gay chat service photo upload 08718730666 10pmin 2 stop text 08712460324,"[108, 7366, 108, 7367, 60, 925, 118, 88, 656, 1402, 2919, 765, 3, 28, 20, 1044]",16
4435,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,housemaid murderer coz man murder   ltgt th january public holiday govtinstituition closedinclude post officeunderstand,"[1749, 1076, 418, 127, 606, 11, 524, 1043, 1750, 167, 1751, 1752, 295, 2294]",14
4436,ham,How come u got nothing to do?,0,come u,"[5, 1]",2
4437,ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,0,easy look reason risk life love,"[215, 97, 441, 3263, 83, 19]",6
4438,ham,i want to grasp your pretty booty :),0,want grasp pretty booty,"[15, 7368, 528, 2287]",4
4439,ham,I've got it down to a tea. not sure which flavour,0,ve tea sure flavour,"[67, 1084, 99, 7369]",4
4440,ham,I'm going 2 orchard now laready me reaching soon. U reaching?,0,m 2 orchard laready reach soon u reach,"[2, 3, 680, 7370, 141, 112, 1, 141]",8
4441,ham,Dear i am not denying your words please,0,dear deny word,"[57, 7371, 122]",3
4442,ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,0,know old dom tell yesterday   roger touch night want meet today 2 pm,"[8, 394, 7372, 21, 345, 1740, 397, 47, 15, 56, 25, 3, 332]",13
4443,ham,COME BACK TO TAMPA FFFFUUUUUUU,0,come tampa ffffuuuuuuu,"[5, 836, 7373]",3
4444,ham,"2 celebrate my båÕday, y else?",0,2 celebrate båõday y,"[3, 1452, 3454, 148]",4
4445,ham,Merry christmas to u too annie!,0,merry christmas u annie,"[806, 639, 1, 3182]",4
4446,ham,Please tell me you have some of that special stock you were talking about,0,tell special stock talk,"[21, 162, 1082, 115]",4
4447,ham,I sent them. Do you like?,0,send like,"[13, 14]",2
4448,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1,urgent ur award complimentary trip eurodisinc trav acoentry41 å1000 claim txt dis 87121 186å150morefrmmob shracomorsglsuplt10 ls1 3aj,"[109, 4, 107, 623, 347, 2391, 2392, 2393, 221, 49, 24, 267, 1463, 2394, 2395, 2396, 2397]",17
4449,ham,"Awesome, be there in a minute",0,awesome minute,"[415, 140]",2
4450,ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",0,problem walk julianaland oblivious thing constantly ear want know m upsetit listen tell upset want surprised m mad,"[187, 259, 7374, 7375, 51, 2187, 1922, 15, 8, 2, 7376, 443, 21, 3111, 15, 1689, 2, 1726]",18
4451,ham,I've told you everything will stop. Just dont let her get dehydrated.,0,ve tell stop let dehydrate,"[67, 21, 28, 72, 7377]",5
4452,ham,Or I guess  &lt;#&gt;  min,0,guess   ltgt   min,"[180, 11, 77]",3
4453,ham,I'm home. Ard wat time will u reach?,0,m home ard wat time u reach,"[2, 26, 372, 58, 18, 1, 141]",7
4454,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person bt not his girlfrnd... G o o d n i g h t . . .@""",0,storm msg wen u lift d phne u hello u knw wt d real meaning hello     d girl     yes u knw dat girl margaret hello d girlfrnd f grahmbell invnte telphone      moralone 4get d person bt girlfrnd g o o d n g h t,"[2110, 82, 313, 1, 792, 30, 2111, 1, 146, 1, 460, 2112, 30, 209, 1216, 146, 30, 142, 75, 1, 460, 181, 142, 2113, 146, 30, 1217, 843, 2114, 2115, 2116, 2117, 1661, 30, 139, 305, 1217, 216, 405, 405, 30, 35, 216, 1520, 356]",45
4455,ham,"If you want to mapquest it or something look up \usf dogwood drive\"" that's the tiny street where the parking lot is""",0,want mapquest look usf dogwood drive s tiny street parking lot,"[15, 7378, 97, 668, 7379, 184, 6, 7380, 796, 2351, 133]",11
4456,ham,Aight should I just plan to come up later tonight?,0,aight plan come later tonight,"[239, 123, 5, 40, 114]",5
4457,ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,0,die accidentally delete e msg suppose 2 e sim archive haiz sad,"[416, 1523, 1107, 78, 82, 554, 3, 78, 689, 7381, 2348, 390]",12
4458,spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",1,welcome ukmobiledate msg free free 08719839835 future mgs bill 150p daily cancel send stop 89123,"[493, 7382, 82, 12, 12, 7383, 911, 7384, 516, 355, 1166, 707, 13, 28, 7385]",15
4459,ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,0,wish great day moji tell offer speechless offer easily great length behalf stunning exam friday touch sorry,"[102, 52, 16, 1660, 21, 152, 2058, 152, 3393, 52, 3115, 7386, 7387, 484, 508, 397, 31]",17
4460,ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",0,thank reply today ur visa come r u buy gucci bag sister thing easy uncle john bill need think money later sha,"[65, 29, 25, 4, 7388, 5, 32, 1, 87, 7389, 920, 439, 51, 215, 479, 665, 516, 23, 22, 121, 40, 1676]",22
4461,ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",0,sorry flake night shit seriously goin roommate tonight,"[31, 3522, 47, 217, 775, 388, 864, 114]",8
4462,ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,0,look pretty wif long hair wat thk s cut short 4 leh,"[97, 528, 289, 143, 328, 58, 145, 6, 476, 569, 7, 274]",12
4463,ham,Ranjith cal drpd Deeraj and deepak 5min hold,0,ranjith cal drpd deeraj deepak 5min hold,"[1847, 1115, 2467, 2468, 2469, 1848, 334]",7
4464,ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",0,cheer callin babesozi culdnt talkbut wannatell u detail later wenwecan chat properly x,"[618, 1966, 7390, 7391, 7392, 7393, 1, 296, 40, 7394, 118, 3250, 136]",13
4465,ham,Hey u still at the gym?,0,hey u gym,"[55, 1, 649]",3
4466,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0,u mind bedroom minute    ok se sexy mood come 5 minut latr wid caken wife,"[1, 188, 1031, 140, 10, 851, 280, 939, 5, 164, 1437, 1438, 382, 1439, 369]",15
4467,ham,Much better now thanks lol,0,thank lol,"[65, 95]",2
4468,ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",0,smse u n xy lor sorry lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u 4 meeting,"[7395, 1, 35, 829, 27, 31, 27, 43, 113, 445, 85, 1, 139, 458, 8, 1, 27, 1, 126, 3, 56, 829, 42, 3, 178, 1, 7, 363]",28
4469,ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",0,lemme know swing pick m free basically time 1 semester,"[891, 8, 688, 73, 2, 12, 1299, 18, 79, 634]",10
4470,ham,Wa... U so efficient... Gee... Thanx...,0,wa u efficient gee thanx,"[1809, 1, 7396, 1407, 260]",5
4471,spam,3. You have received your mobile content. Enjoy,1,3 receive mobile content enjoy,"[94, 158, 34, 433, 170]",5
4472,ham,S but not able to sleep.,0,s able sleep,"[6, 307, 84]",3
4473,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,1,want explicit sex 30 sec ring 02073162414 cost 20pmin,"[15, 3559, 604, 2352, 1006, 406, 3560, 189, 3561]",9
4474,ham,We will meet soon princess! Ttyl!,0,meet soon princess ttyl,"[56, 112, 253, 1147]",4
4475,ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,0,ill pick 515pm taunton want come,"[17, 73, 7397, 1772, 15, 5]",6
4476,ham,Oh :-)only 4 outside players allowed to play know,0,oh 4 outside player allow play know,"[53, 7, 526, 379, 1419, 153, 8]",7
4477,ham,I anything lor.,0,lor,[27],1
4478,ham,Erutupalam thandiyachu,0,erutupalam thandiyachu,"[7398, 7399]",2
4479,ham,"Y cant u try new invention to fly..i'm not joking.,",0,y u try new invention flyim joke,"[148, 1, 48, 37, 7400, 7401, 464]",7
4480,ham,No..its ful of song lyrics..,0,noit ful song lyric,"[7402, 3477, 477, 7403]",4
4481,ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks",0,u reckon need 2 arrange transport u thank,"[1, 2773, 23, 3, 968, 2578, 1, 65]",8
4482,ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,0,true lov n care wil nevr unrecognized somone mistake value definitly undrstnd start miss,"[310, 3174, 35, 93, 417, 7404, 7405, 7406, 814, 449, 7407, 7408, 101, 44]",14
4483,ham,Shopping? Eh ger i toking abt syd leh...Haha,0,shopping eh ger toke abt syd lehhaha,"[459, 615, 7409, 7410, 302, 7411, 7412]",7
4484,ham,What not under standing.,0,stand,[674],1
4485,ham,have * good weekend.,0,  good weekend,"[9, 190]",2
4486,ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,0,miss miss khelate kintu opponenter miss dhorte lage s d rule great phone receive quality win,"[44, 44, 7413, 7414, 7415, 44, 7416, 7417, 6, 30, 1716, 52, 36, 158, 983, 33]",16
4487,ham,Call me when you get the chance plz &lt;3,0,chance plz lt3,"[183, 321, 2148]",3
4488,ham,The new deus ex game comin early next yr,0,new deus ex game comin early yr,"[37, 3381, 742, 232, 672, 150, 541]",7
4489,ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,0,computer fry essential spare fucking idiot roommate looovvve leave thing run   ltgt 7,"[573, 1471, 1570, 1996, 553, 1653, 864, 7418, 54, 51, 201, 11, 263]",13
4490,ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",0,friend s study warwick ve plan shop concert tmw cancel havnt   age yeah,"[63, 6, 413, 7419, 67, 123, 231, 2341, 7420, 707, 1714, 431, 76]",13
4491,ham,Probably a couple hours tops,0,probably couple hour,"[240, 590, 135]",3
4492,ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",0,lol   grin   m babe thank thinking,"[95, 661, 2, 81, 65, 3562]",6
4493,ham,Man this bus is so so so slow. I think you're gonna get there before me,0,man bus slow think,"[127, 255, 589, 22]",4
4494,ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,0,hope text meet smile let text reason smile beautiful day,"[46, 20, 56, 100, 72, 20, 441, 100, 403, 16]",10
4495,ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",0,case wake wonder forget care grandma today parade,"[548, 177, 339, 173, 93, 7421, 25, 7422]",8
4496,ham,Ok,0,ok,[10],1
4497,spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",1,late nokia mobile ipod mp3 player å400 proze guarantee reply win 83355 norcorp ltdå150mtmsgrcvd18,"[68, 104, 34, 647, 1010, 379, 1258, 7423, 138, 29, 33, 1561, 7424, 7425]",14
4498,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1,sm service inclusive text credit pls goto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625comuk 220cm2 9ae,"[392, 88, 1433, 20, 291, 59, 880, 1357, 1027, 1606, 419, 28, 655, 207, 119, 2010, 2011, 1607]",18
4499,ham,Nvm take ur time.,0,nvm ur time,"[1429, 4, 18]",3
4500,ham,So wat's da decision?,0,wat da decision,"[58, 43, 1148]",3
4501,ham,Wot is u up 2 then bitch?,0,wot u 2 bitch,"[336, 1, 3, 1383]",4
4502,ham,Stupid.its not possible,0,stupidit possible,"[2134, 924]",2
4503,ham,She told to hr that he want posting in chennai:)because i'm working here:),0,tell hr want post chennaibecause m work,"[21, 1448, 15, 295, 7426, 2, 38]",7
4504,spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,1,mobile club choose quality item mobile 7cfca1a,"[34, 399, 383, 983, 2886, 34, 7427]",7
4505,ham,When are you guys leaving?,0,guy leave,"[113, 54]",2
4506,ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?,0,neva grumble sad lor hee buy tmr lor aft lunch meetin 4 lunch tmr neva hear fr lei ìï lot work ar,"[445, 7428, 390, 27, 570, 87, 284, 27, 409, 161, 1352, 7, 161, 284, 445, 174, 578, 357, 134, 133, 38, 1020]",22
4507,ham,Not able to do anything.,0,able,[307],1
4508,ham,ÌÏ takin linear algebra today?,0,ìï takin linear algebra today,"[134, 1700, 7429, 7430, 25]",5
4509,ham,This weekend is fine (an excuse not to do too much decorating),0,weekend fine excuse decorate,"[190, 155, 771, 7431]",4
4510,ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",0,sorry miss babe late sleep hope enjoy drive lesson boytoy miss   teasing kiss,"[31, 44, 81, 68, 84, 46, 170, 184, 299, 483, 44, 1185, 218]",13
4511,ham,Now project pa. After that only i can come.,0,project pa come,"[522, 245, 5]",3
4512,spam,Money i have won wining number 946 wot do i do next,1,money win wining number 946 wot,"[121, 33, 7432, 62, 7433, 336]",6
4513,ham,"Sure, whenever you show the fuck up &gt;:(",0,sure fuck gt,"[99, 242, 884]",3
4514,ham,That was random saw my old roomate on campus. He graduated,0,random old roomate campus graduate,"[1444, 394, 7434, 1158, 7435]",5
4515,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",1,congrat 2 mobile 3 g videophone r 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm,"[502, 3, 34, 94, 216, 1370, 32, 3544, 1371, 382, 4, 277, 153, 1372, 232, 1373, 3545, 352, 1374, 1375, 1745, 1434, 1435, 1092]",24
4516,ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",0,man need beautiful intelligent care love adjustable cooperative wife law allow wife,"[127, 23, 403, 1551, 93, 19, 7436, 7437, 369, 1342, 1419, 369]",12
4517,ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,0,suck got plan yo valentine yo valentine,"[951, 344, 123, 202, 440, 202, 440]",7
